id,name,sup_name,poster,Synonyms,Japanese,English,Spanish,German,French,Type,Episodes,Status,Aired,Producers,Licensors,Studios,Source,Genres,Themes,Demographic,Duration,Rating,Score,Ranked,Popularity,Members,Favorites,Premiered,number_of_votes,number_of_members,Synopsis,Related_Anime,review_ratio_box,Broadcast,anidb_id
43439.0,Shadows House,,https://cdn.myanimelist.net/images/userimages/355846.jpg?t=1712847600,,['シャドーハウス'],['Shadows House'],,,,['TV'],13,Finished Airing,"Apr 11, 2021 to Jul 4, 2021","['Aniplex', 'WOWOW', 'Tokyo MX', 'Shueisha', 'BS Asahi']",['Funimation'],['CloverWorks'],Manga,"['Fantasy', 'Mystery']",,['Seinen'],23 min. per ep.,PG-13 - Teens 13 or older,7.8,#991,#979,"247,013","2,000",['Spring 2021'],"99,684","247,013","The Shadows, characterized by their pitch-black appearance and tendency to emit soot when agitated, are a family of nobles who reside in a colossal manor deep within the mountains far from other humans. When a Shadow child is nearly of-age, they are assigned a Living Doll who acts not only as their attendant but also as their second half—the faces they could have had if not for their complexion.

Emilico is a cheerful, newly created Doll who serves a rather soft-spoken master named Kate. Despite their difference in personalities, Emilico does what she can to carry out the needs of her master. As she learns more about her role and duty, Emilico begins to meet her fellow Dolls and their respective masters and comes to know more about the purpose of her existence.

""Do not fret over trivial matters,"" says one of the rules by which all Dolls must abide. But how could the ever-curious Emilico do so in the face of the deep secrets that the Shadows House holds?","[{'name': 'Adaptation:', 'value': ['Shadows House']}, {'name': 'Sequel:', 'value': ['Shadows House 2nd Season']}]","{'recommended': '44', 'mixed_feelings': '12', 'not_recommended': '1'}",Sundays at 00:30 (JST),15779.0
47391.0,Seven Knights Revolution: Eiyuu no Keishousha,Seven Knights Revolution: Hero Successor,https://cdn.myanimelist.net/images/userimages/12212104.jpg?t=1711726200,,['セブンナイツ レボリューション -英雄の継承者-'],['Seven Knights Revolution: Hero Successor'],['Seven Knights Revolution: Hero Successor'],['Seven Knights Revolution: Hero Successor'],['Seven Knights Revolution: Hero Successor'],['TV'],12,Finished Airing,"Apr 5, 2021 to Jun 21, 2021","['Rakuonsha', 'TOHO animation']",,"['LIDENFILMS', 'domerica']",Game,"['Action', 'Adventure', 'Fantasy']",,,23 min. per ep.,R - 17+ (violence & profanity),6.31,#7964,#2883,"57,428",185,['Spring 2021'],"22,940","57,428","Seven Knights Revolution: Eiyuu no Keishousha is set in a world where eons ago valiant heroes fought against the forces of ""Destruction."" While their deeds passed into legend, the power of these heroes was later inherited by ""successors"" who fought to protect the world. One day, Faria, a successor of the Seven Knights, saves an ordinary boy named Nemo from the forces of Destruction.

During the ensuing battle, Nemo summons the power of a hero and becomes a successor as well. However, Nemo's hero is a stranger that is unknown to history, and so an epic journey where the past and present collide begins. 

(Source: Crunchyroll, edited)",,"{'recommended': '7', 'mixed_feelings': '3', 'not_recommended': '3'}",Mondays at 00:00 (JST),16038.0
41456.0,"Sentouin, Hakenshimasu!",Combatants Will Be Dispatched!,https://cdn.myanimelist.net/images/kaomoji_mal_white.png,,['戦闘員、派遣します！'],['Combatants Will Be Dispatched!'],,['Kombattanten Werden Entsandt!'],,['TV'],12,Finished Airing,"Apr 4, 2021 to Jun 20, 2021","['Nippon Columbia', 'Kadokawa']",['Funimation'],['J.C.Staff'],Light novel,"['Action', 'Comedy', 'Fantasy', 'Sci-Fi']",['Isekai'],,24 min. per ep.,PG-13 - Teens 13 or older,7.15,#3536,#626,"372,064","2,019",['Spring 2021'],"176,235","372,064","As a chief operative of the villainous Kisaragi Corporation, Sentouin Roku-gou receives orders to help the organization conquer the entire known universe. Tasked with infiltrating the kingdom of Grace—a mission that could change the fate of the world—Roku-gou mistakenly believes that his skills as a combatant are superb, fuelling his arrogant attitude. To ensure the success of the mission, Alice Kisaragi, an exceptional android with a youthful appearance named after the company itself, is assigned to be Roku-gou's travel companion. 

Upon their arrival at the outskirts of the kingdom, Alice and Roku-gou encounter Snow, the commander of the country's royal guard. Snow leads the pair to a broken legendary artifact, and Roku-gou seizes the opportunity for a long-awaited promotion at his company and changes the recitation for the sacred ritual to an embarrassing phrase. As punishment, the princess of the kingdom forces Roku-gou to become an honorary knight, fulfilling part of his mission. Having infiltrated the kingdom's inner circle, Roku-gou must now help his new employer fight against the Demon Lord's Army, all while perpetuating evil deeds as a combatant of the Kisaragi Corporation.","[{'name': 'Adaptation:', 'value': ['Sentouin, Hakenshimasu!']}]","{'recommended': '32', 'mixed_feelings': '21', 'not_recommended': '8'}",Sundays at 21:00 (JST),15440.0
37450.0,Seishun Buta Yarou wa Bunny Girl Senpai no Yume wo Minai,Rascal Does Not Dream of Bunny Girl Senpai,https://cdn.myanimelist.net/images/userimages/11004126.jpg?t=1712760600,['AoButa'],['青春ブタ野郎はバニーガール先輩の夢を見ない'],['Rascal Does Not Dream of Bunny Girl Senpai'],['Rascal does not Dream of Bunny Girl Senpai (Seishun Buta Yarou wa Bunny Girl Senpai no Yume wo Minai)'],['Rascal Dpes Not Dream Of Bunny Girl Senpai'],['Rascal does not Dream of Bunny Girl Senpai (Seishun Buta Yarou wa Bunny Girl Senpai no Yume wo Minai)'],['TV'],13,Finished Airing,"Oct 4, 2018 to Dec 27, 2018","['Aniplex', 'Tokyo MX', 'Hakuhodo DY Music & Pictures', 'Nagoya Broadcasting Network', 'BS11', 'ABC Animation', 'Kadokawa']",['Aniplex of America'],['CloverWorks'],Light novel,"['Drama', 'Romance', 'Supernatural']",['School'],,24 min. per ep.,PG-13 - Teens 13 or older,8.23,#332,#53,"1,730,691","46,642",['Fall 2018'],"1,100,086","1,730,691","The rare and inexplicable Puberty Syndrome is thought of as a myth. It is a rare disease which only affects teenagers, and its symptoms are so supernatural that hardly anyone recognizes it as a legitimate occurrence. However, high school student Sakuta Azusagawa knows from personal experience that it is very much real, and happens to be quite prevalent in his school.

Mai Sakurajima is a third-year high school student who gained fame in her youth as a child actress, but recently halted her promising career for reasons unknown to the public. With an air of unapproachability, she is well known throughout the school, but none dare interact with her—that is until Sakuta sees her wandering the library in a bunny girl costume. Despite the getup, no one seems to notice her, and after confronting her, he realizes that she is another victim of Puberty Syndrome. As Sakuta tries to help Mai through her predicament, his actions bring him into contact with more girls afflicted with the elusive disease.","[{'name': 'Adaptation:', 'value': ['Seishun Buta Yarou Series']}, {'name': 'Sequel:', 'value': ['Seishun Buta Yarou wa Yumemiru Shoujo no Yume wo Minai']}]","{'recommended': '411', 'mixed_feelings': '57', 'not_recommended': '56'}",Thursdays at 02:20 (JST),13900.0
42826.0,Seijo no Maryoku wa Bannou desu,The Saint's Magic Power is Omnipotent,https://cdn.myanimelist.net/images/kaomoji_mal_white.png,['The power of the saint is all around.'],['聖女の魔力は万能です'],"[""The Saint's Magic Power is Omnipotent""]","[""The Saint's Magic Power is Omnipotent""]","[""The Saint's Magic Power is Omnipotent""]","[""The Saint's Magic Power is Omnipotent""]",['TV'],12,Finished Airing,"Apr 6, 2021 to Jun 22, 2021","['Lantis', 'Kadokawa', 'Bit grooove promotion']",['Funimation'],['Diomedéa'],Light novel,"['Fantasy', 'Romance']","['Isekai', 'Medical']",,23 min. per ep.,PG-13 - Teens 13 or older,7.3,#2708,#1188,"200,898","1,210",['Spring 2021'],"95,529","200,898","Since ancient times, the citizens of Slantania have lived within a shroud of miasma, a force that brings forth monsters creating havoc around the world. When the kingdom's Order of Knights becomes incapable of containing the monsters, the Grand Magus summons a holy maiden—the legendary ""Saint""—to obliterate the horrid creatures and restore peace.

One evening, as Sei Takanashi returns home from a long day at work, a magical force pulls her into a foreign world. Upon her arrival to the kingdom of Slantania, she overhears that the Grand Magus inadvertently summoned two Saints—Sei and a brown-haired girl. Needing only one holy maiden, the prince declares the other girl as the Saint, leaving Sei to her own devices.

Sei sets her sight on the Medicinal Flora Research Institute, an establishment known for its studies regarding herbs and potions. While indulging in her latest passion, Sei has a fateful encounter with the commander of the Third Order of Knights. But little does she know, her aptitude as a Saint will continue to exert its influence over her new life.","[{'name': 'Adaptation:', 'value': ['Seijo no Maryoku wa Bannou desu']}, {'name': 'Sequel:', 'value': ['Seijo no Maryoku wa Bannou desu Season 2']}]","{'recommended': '53', 'mixed_feelings': '18', 'not_recommended': '10'}",Tuesdays at 23:30 (JST),15720.0
42774.0,Sayonara Watashi no Cramer,"Farewell, My Dear Cramer",https://cdn.myanimelist.net/images/userimages/11717973.jpg?t=1712764200,"['Good-bye', ' Cramer']",['さよなら私のクラマー'],"['Farewell', ' My Dear Cramer']","['Farewell', ' My Dear Cramer']","['Farewell', ' My Dear Cramer']","['Farewell', ' My Dear Cramer']",['TV'],13,Finished Airing,"Apr 4, 2021 to Jun 27, 2021","['Kodansha', ""Toy's Factory"", 'DMM pictures']",,['LIDENFILMS'],Manga,"['Drama', 'Sports']",['Team Sports'],['Shounen'],23 min. per ep.,PG-13 - Teens 13 or older,6.09,#9130,#3383,"42,878",134,['Spring 2021'],"15,406","42,878","Over the years, the reputation of women's soccer in Japan has been gradually waning. Despite this rather bleak scenario, there are still some schools with teams trying to keep the sport alive. With that, glimmers of hope are starting to appear.

Having played for the boys' soccer club when she was in middle school, Nozomi Onda's skills are nothing less than prodigious. Because of this, she thinks that playing soccer with fellow girls would only drag her down. She is only motivated to play her best when facing those she deems worthy opponents. Meanwhile, Sumire Suou is a promising rookie with exceptional talent—a talent hindered by a team that cannot keep up with her abilities.

Onda, convinced by her former coach to join a girls' soccer club, and Suou, accompanied by her close friend and rival Midori Soshizaki, cross paths as members of the Warabi Seinan High School's girls' soccer team. In this new field, both girls begin to display their full potential and skills. Along with their teammates, each of their steps, kicks, and goals will grant them victory—and perhaps also ensure that the sport begins its journey back into the spotlight.","[{'name': 'Adaptation:', 'value': ['Sayonara Watashi no Cramer']}, {'name': 'Prequel:', 'value': ['Sayonara Watashi no Cramer Movie: First Touch']}, {'name': 'Side story:', 'value': ['Sayonara Watashi no Cramer Mini Anime']}]","{'recommended': '7', 'mixed_feelings': '10', 'not_recommended': '6'}",Sundays at 23:30 (JST),15708.0
35994.0,Satsuriku no Tenshi,Angels of Death,https://cdn.myanimelist.net/images/kaomoji_mal_white.png,"['Angel of Massacre', ' Angel of Slaughter']",['殺戮の天使'],['Angels of Death'],['Angels of Death'],['Angel of Death'],['Angels of Death'],['TV'],16,Finished Airing,"Jul 6, 2018 to Oct 26, 2018","['Lantis', 'AT-X', 'Kadokawa']",['Funimation'],['J.C.Staff'],Game,"['Adventure', 'Horror', 'Suspense']","['Gore', 'Psychological']",,23 min. per ep.,R - 17+ (violence & profanity),6.96,#4451,#302,"669,490","5,747",['Summer 2018'],"316,299","669,490","With dead and lifeless eyes, Rachel Gardner wishes only to die. Waking up in the basement of a building, she has no idea how or why she's there. She stumbles across a bandaged murderer named Zack, who is trying to escape. After promising to kill her as soon as he is free, Rachel and Zack set out to ascend through the building floor by floor until they escape.

However, as they progress upward, they meet more twisted people, and all of them seem familiar with Rachel. What is her connection to the building, and why was she placed in it? Facing a new boss on each floor, can Rachel and Zack both achieve their wishes?","[{'name': 'Adaptation:', 'value': ['Satsuriku no Tenshi', 'Satsuriku no Tenshi']}]","{'recommended': '80', 'mixed_feelings': '43', 'not_recommended': '39'}",Fridays at 20:30 (JST),13307.0
40685.0,Super Cub,,https://cdn.myanimelist.net/images/userimages/6894184.jpg?t=1712814000,,['スーパーカブ'],['Super Cub'],,,,['TV'],12,Finished Airing,"Apr 7, 2021 to Jun 23, 2021","['Chiptune', 'Kadokawa', 'Bandai Namco Arts']",['Funimation'],['Studio Kai'],Light novel,['Slice of Life'],"['CGDCT', 'Iyashikei', 'School']",,24 min. per ep.,PG-13 - Teens 13 or older,7.44,#2090,#1881,"114,469",963,['Spring 2021'],"46,534","114,469","Koguma, a reserved second-year high school student, has nothing—no parents, hobbies, friends, or goals. On her way home one afternoon, she visits a vehicle shop in hopes of acquiring a motor scooter. With only enough money to make ends meet, she is disheartened by the price tags and prepares to turn back. However, as she is about to leave, the shop's owner offers her a pre-owned Honda Super Cub for ten thousand yen. Believing that the motorcycle will help brighten her monotonous world, she accepts the deal. As Koguma journeys through her town on small adventures with her Super Cub, she begins to build irreplaceable friendships and eagerly advances toward her new life.","[{'name': 'Adaptation:', 'value': ['Super Cub']}]","{'recommended': '56', 'mixed_feelings': '11', 'not_recommended': '11'}",Wednesdays at 23:00 (JST),15260.0
40870.0,SSSS.Dynazenon,,https://cdn.myanimelist.net/images/userimages/1365835.jpg?t=1712857200,,['SSSS.DYNAZENON'],['SSSS.Dynazenon'],,,,['TV'],12,Finished Airing,"Apr 2, 2021 to Jun 18, 2021","['Mainichi Broadcasting System', 'Pony Canyon', 'Tsuburaya Productions', 'Ultra Super Pictures', 'Memory-Tech', 'Good Smile Company', 'BS11']",['Funimation'],['Trigger'],Original,"['Action', 'Sci-Fi']",['Mecha'],,23 min. per ep.,PG-13 - Teens 13 or older,7.43,#2099,#1709,"130,734",887,['Spring 2021'],"42,890","130,734","One day after school, first-year high school student Yomogi Asanaka comes across a starving man under a bridge. Introducing himself as Gauma, the strange drifter informs Yomogi that he is a ""kaiju user,"" a person who deals with the ""kaiju""—monsters who bring harm to the city and its citizens.

The following evening, Yomogi runs into Gauma and his classmate Yume Minami. Simultaneously, a kaiju appears in a populated area of the city. Due to Gauma's lack of experience controlling the kaiju, he brings out a mysterious object from a glowing pouch, summoning a giant robot known as Dynazenon. Requiring the cooperation of four people, the mecha drags Gauma, Yomogi, Minami, and Koyomi Yamanaka—an unemployed man who was wandering on the street—into its cockpit.

Their encounter with the kaiju marks the beginning of their entanglement with kaiju eugenicists—kaiju users who manipulate kaiju with ill intent—and their efforts toward bringing out the full potential of Dynazenon.","[{'name': 'Other:', 'value': ['SSSS.Gridman']}, {'name': 'Sequel:', 'value': ['Gridman Universe']}, {'name': 'Summary:', 'value': ['SSSS.Dynazenon Movie']}]","{'recommended': '36', 'mixed_feelings': '6', 'not_recommended': '5'}",Fridays at 22:00 (JST),15312.0
40586.0,"Slime Taoshite 300-nen, Shiranai Uchi ni Level Max ni Nattemashita",I've Been Killing Slimes for 300 Years and Maxed Out My Level,https://cdn.myanimelist.net/images/userimages/11317636.jpg?t=1712854200,['Slime 300'],['スライム倒して300年、知らないうちにレベルMAXになってました'],"[""I've Been Killing Slimes for 300 Years and Maxed Out My Level""]","[""I've Been Killing Slimes For 300 Years And Maxed Out My Level""]","[""I've Been Killing Slimes For 300 Years And Maxed Out My Level""]",['La Sorcière invincible tueuse de Slime depuis 300 ans'],['TV'],12,Finished Airing,"Apr 10, 2021 to Jun 26, 2021","['Square Enix', 'Movic', 'AT-X', 'Nippon Columbia', 'KlockWorx', 'Studio Mausu', 'Bushiroad', 'Hakuhodo DY Music & Pictures', 'Medicos Entertainment', 'BS11', 'DMM.com', 'SB Creative']",,['Revoroot'],Light novel,"['Comedy', 'Fantasy']","['CGDCT', 'Isekai', 'Reincarnation']",,23 min. per ep.,PG-13 - Teens 13 or older,6.92,#4600,#612,"379,274","2,104",['Spring 2021'],"183,544","379,274","In role-playing games, slimes are usually the easiest monster to kill, and because of that, they yield few experience points. But what would happen if you live long enough to keep defeating them for 300 years?

After many years of being a corporate slave, Azusa Aizawa abruptly passes away due to severe exhaustion. Seemingly headed for the afterlife, she meets a goddess who bestows her with immortality alongside a peaceful life in another world. There, Azusa enjoys her days tending to her farm, protecting the nearby village, and killing about 25 slimes per day—a routine that continues for at least three centuries.

However, this rather monotonous cycle begins to change when Azusa suddenly finds out that she has reached level 99—the maximum possible level—from slimes alone. Despite desperately trying to hide this fact in fear of ending her slow life, rumors of her strength spread nevertheless. Soon enough, various people throughout the continent, like the dragon Laika and the elf Halkara, start to appear at her doorstep—some seeking a battle, others asking for her assistance. Meeting friends and acquaintances who soon become family, Azusa finds she can live a life far better with others than when she was alone.","[{'name': 'Adaptation:', 'value': ['Slime Taoshite 300-nen, Shiranai Uchi ni Level Max ni Nattemashita']}, {'name': 'Sequel:', 'value': ['Slime Taoshite 300-nen, Shiranai Uchi ni Level Max ni Nattemashita: Sono Ni']}]","{'recommended': '67', 'mixed_feelings': '26', 'not_recommended': '17'}",Saturdays at 21:00 (JST),15201.0
40028.0,Shingeki no Kyojin: The Final Season,Attack on Titan: Final Season,https://cdn.myanimelist.net/images/kaomoji_mal_white.png,"['Shingeki no Kyojin Season 4', ' Attack on Titan Season 4']",['進撃の巨人 The Final Season'],['Attack on Titan: Final Season'],['Ataque a los Titanes Temporada Final'],['Attack on Titan Final Season'],"[""L'Attaque des Titans Saison Finale""]",['TV'],16,Finished Airing,"Dec 7, 2020 to Mar 29, 2021","['Production I.G', 'Dentsu', 'Mainichi Broadcasting System', 'Pony Canyon', 'Kodansha', 'Techno Sound', 'Pony Canyon Enterprises']",['Funimation'],['MAPPA'],Manga,"['Action', 'Drama', 'Suspense']","['Gore', 'Military', 'Survival']",['Shounen'],23 min. per ep.,R - 17+ (violence & profanity),8.79,#35,#35,"1,987,608","52,184",['Winter 2021'],"1,320,045","1,987,608","Gabi Braun and Falco Grice have been training their entire lives to inherit one of the seven Titans under Marley's control and aid their nation in eradicating the Eldians on Paradis. However, just as all seems well for the two cadets, their peace is suddenly shaken by the arrival of Eren Yeager and the remaining members of the Survey Corps.

Having finally reached the Yeager family basement and learned about the dark history surrounding the Titans, the Survey Corps has at long last found the answer they so desperately fought to uncover. With the truth now in their hands, the group set out for the world beyond the walls.

In Shingeki no Kyojin: The Final Season, two utterly different worlds collide as each party pursues its own agenda in the long-awaited conclusion to Paradis' fight for freedom.","[{'name': 'Adaptation:', 'value': ['Shingeki no Kyojin']}, {'name': 'Prequel:', 'value': ['Shingeki no Kyojin Season 3 Part 2']}, {'name': 'Sequel:', 'value': ['Shingeki no Kyojin: The Final Season Part 2']}, {'name': 'Side story:', 'value': ['Shingeki no Kyojin: The Final Season Specials']}, {'name': 'Summary:', 'value': ['20-pun de Oitsukeru: Shingeki no Kyojin']}, {'name': 'Other:', 'value': ['Boku no Sensou']}]","{'recommended': '305', 'mixed_feelings': '47', 'not_recommended': '44'}",Mondays at 00:10 (JST),14977.0
38524.0,Shingeki no Kyojin Season 3 Part 2,Attack on Titan Season 3 Part 2,https://cdn.myanimelist.net/images/userimages/14138987.jpg?t=1712847600,,['進撃の巨人 Season3 Part.2'],['Attack on Titan Season 3 Part 2'],['Ataque a los Titanes Temporada 3 Parte 2'],['Attack on Titan Staffel 3 Teil 2'],"[""L'Attaque des Titans Saison 3 Partie 2""]",['TV'],10,Finished Airing,"Apr 29, 2019 to Jul 1, 2019","['Production I.G', 'Dentsu', 'Mainichi Broadcasting System', 'Pony Canyon', 'Kodansha', 'Techno Sound', 'Pony Canyon Enterprises']",['Funimation'],['Wit Studio'],Manga,"['Action', 'Drama', 'Suspense']","['Gore', 'Military', 'Survival']",['Shounen'],23 min. per ep.,R - 17+ (violence & profanity),9.05,#5,#21,"2,264,852","58,414",['Spring 2019'],"1,579,464","2,264,852","Seeking to restore humanity's diminishing hope, the Survey Corps embark on a mission to retake Wall Maria, where the battle against the merciless ""Titans"" takes the stage once again.

Returning to the tattered Shiganshina District that was once his home, Eren Yeager and the Corps find the town oddly unoccupied by Titans. Even after the outer gate is plugged, they strangely encounter no opposition. The mission progresses smoothly until Armin Arlert, highly suspicious of the enemy's absence, discovers distressing signs of a potential scheme against them. 

Shingeki no Kyojin Season 3 Part 2 follows Eren as he vows to take back everything that was once his. Alongside him, the Survey Corps strive—through countless sacrifices—to carve a path towards victory and uncover the secrets locked away in the Yeager family's basement.","[{'name': 'Adaptation:', 'value': ['Shingeki no Kyojin']}, {'name': 'Prequel:', 'value': ['Shingeki no Kyojin Season 3']}, {'name': 'Sequel:', 'value': ['Shingeki no Kyojin: The Final Season']}, {'name': 'Summary:', 'value': ['Shingeki no Kyojin: Chronicle']}]","{'recommended': '200', 'mixed_feelings': '9', 'not_recommended': '11'}",Mondays at 00:10 (JST),14444.0
35760.0,Shingeki no Kyojin Season 3,Attack on Titan Season 3,https://cdn.myanimelist.net/images/userimages/5925229.jpg?t=1550038200,,['進撃の巨人 Season3'],['Attack on Titan Season 3'],['Ataque a los Titanes Temporada 3'],['Attack on Titan 3. Staffel'],"[""L'Attaque des Titans Saison 3""]",['TV'],12,Finished Airing,"Jul 23, 2018 to Oct 15, 2018","['Production I.G', 'Dentsu', 'Mainichi Broadcasting System', 'Pony Canyon', 'Kodansha', 'Techno Sound', 'Pony Canyon Enterprises']",['Funimation'],['Wit Studio'],Manga,"['Action', 'Drama', 'Suspense']","['Gore', 'Military', 'Survival']",['Shounen'],23 min. per ep.,R - 17+ (violence & profanity),8.62,#82,#18,"2,356,516","20,649",['Summer 2018'],"1,605,275","2,356,516","Still threatened by the ""Titans"" that rob them of their freedom, mankind remains caged inside the two remaining walls. Efforts to eradicate these monsters continue; however, threats arise not only from the Titans beyond the walls, but from the humans within them as well.

After being rescued from the Colossal and Armored Titans, Eren Yaeger devotes himself to improving his Titan form. Krista Lenz struggles to accept the loss of her friend, Captain Levi chooses Eren and his friends to form his new personal squad, and Commander Erwin Smith recovers from his injuries. All seems well for the soldiers, until the government suddenly demands custody of Eren and Krista. The Survey Corps' recent successes have drawn attention, and a familiar face from Levi's past is sent to collect the wanted soldiers. Sought after by the government, Levi and his new squad must evade their adversaries in hopes of keeping Eren and Krista safe.

Eren and his fellow soldiers are not only fighting for their survival against the terrifying Titans, but also against the terror of a far more conniving foe: their fellow humans.","[{'name': 'Adaptation:', 'value': ['Shingeki no Kyojin']}, {'name': 'Prequel:', 'value': ['Shingeki no Kyojin Season 2']}, {'name': 'Sequel:', 'value': ['Shingeki no Kyojin Season 3 Part 2']}, {'name': 'Side story:', 'value': ['Shingeki no Kyojin Season 3 Specials']}, {'name': 'Summary:', 'value': ['Shingeki no Kyojin: Chronicle', '15-fun de Oitsukeru: Shingeki no Kyojin', '20-pun de Oitsukeru: Shingeki no Kyojin']}, {'name': 'Other:', 'value': ['Akatsuki no Chinkonka']}]","{'recommended': '106', 'mixed_feelings': '12', 'not_recommended': '10'}",Mondays at 00:35 (JST),13241.0
16498.0,Shingeki no Kyojin,Attack on Titan,https://cdn.myanimelist.net/images/userimages/4143575.jpg?t=1443925800,"['AoT', ' SnK']",['進撃の巨人'],['Attack on Titan'],['Ataque a los Titanes'],['Attack on Titan'],"[""L'Attaque des Titans""]",['TV'],25,Finished Airing,"Apr 7, 2013 to Sep 29, 2013","['Production I.G', 'Dentsu', 'Mainichi Broadcasting System', 'Pony Canyon', 'Kodansha', 'Pony Canyon Enterprises']",['Funimation'],['Wit Studio'],Manga,"['Action', 'Award Winning', 'Drama', 'Suspense']","['Gore', 'Military', 'Survival']",['Shounen'],24 min. per ep.,R - 17+ (violence & profanity),8.54,#110,#1,"3,930,769","171,461",['Spring 2013'],"2,786,984","3,930,769","Centuries ago, mankind was slaughtered to near extinction by monstrous humanoid creatures called Titans, forcing humans to hide in fear behind enormous concentric walls. What makes these giants truly terrifying is that their taste for human flesh is not born out of hunger but what appears to be out of pleasure. To ensure their survival, the remnants of humanity began living within defensive barriers, resulting in one hundred years without a single titan encounter. However, that fragile calm is soon shattered when a colossal Titan manages to breach the supposedly impregnable outer wall, reigniting the fight for survival against the man-eating abominations.

After witnessing a horrific personal loss at the hands of the invading creatures, Eren Yeager dedicates his life to their eradication by enlisting into the Survey Corps, an elite military unit that combats the merciless humanoids outside the protection of the walls. Eren, his adopted sister Mikasa Ackerman, and his childhood friend Armin Arlert join the brutal war against the Titans and race to discover a way of defeating them before the last walls are breached.","[{'name': 'Adaptation:', 'value': ['Shingeki no Kyojin']}, {'name': 'Side story:', 'value': ['Shingeki no Kyojin OVA']}, {'name': 'Summary:', 'value': ['Shingeki no Kyojin: Ano Hi Kara', 'Shingeki no Kyojin: Chronicle', '10-pun de Oitsukeru: Shingeki no Kyojin', '15-fun de Oitsukeru: Shingeki no Kyojin', '20-pun de Oitsukeru: Shingeki no Kyojin']}, {'name': 'Other:', 'value': ['Shingeki no Kyojin Picture Drama', 'Shingeki no Kyotou']}, {'name': 'Alternative version:', 'value': ['Shingeki no Kyojin Movie 1: Guren no Yumiya', 'Shingeki no Kyojin Movie 2: Jiyuu no Tsubasa']}, {'name': 'Sequel:', 'value': ['Shingeki no Kyojin Season 2']}, {'name': 'Spin-off:', 'value': ['Shingeki no Kyojin: Kuinaki Sentaku', 'Shingeki! Kyojin Chuugakkou', 'Shingeki no Kyojin: Lost Girls']}, {'name': 'Character:', 'value': ['Snickers x Shingeki no Kyojin']}]","{'recommended': '714', 'mixed_feelings': '128', 'not_recommended': '51'}",Sundays at 01:58 (JST),9541.0
40957.0,Shin Chuuka Ichiban! 2nd Season,,https://cdn.myanimelist.net/images/userimages/10056043.jpg?t=1697476200,['Shin Chuuka Ichiban! Second Season'],['真・中華一番!'],,['True Cooking Master Boy Temporada 2'],['True Cooking Master Boy Staffel 2'],['True Cooking Master Boy Saison 2'],['TV'],12,Finished Airing,"Jan 11, 2021 to Mar 30, 2021",['Kodansha'],,['Nihon Ad Systems'],Manga,"['Comedy', 'Gourmet']",,['Shounen'],24 min. per ep.,PG-13 - Teens 13 or older,6.66,#5961,#8011,"5,707",11,['Winter 2021'],"1,823","5,707",Sequel of Shin Chuuka Ichiban.,"[{'name': 'Adaptation:', 'value': ['Shin Chuuka Ichiban!']}, {'name': 'Prequel:', 'value': ['Shin Chuuka Ichiban!']}]","{'recommended': '1', 'mixed_feelings': '2', 'not_recommended': '0'}",Tuesdays at 01:10 (JST),15336.0
42205.0,Shaman King (2021),,https://cdn.myanimelist.net/images/userimages/425170.jpg?t=1712477400,,['SHAMAN KING'],,['Shaman King'],['Shaman King'],['Shaman King'],['TV'],52,Finished Airing,"Apr 1, 2021 to Apr 21, 2022",['TV Tokyo'],,['Bridge'],Manga,"['Action', 'Adventure', 'Supernatural']",['Super Power'],['Shounen'],23 min. per ep.,PG-13 - Teens 13 or older,6.89,#4776,#925,"259,911","1,700",['Spring 2021'],"72,158","259,911","Shamans are extraordinary individuals with the ability to communicate with ghosts, spirits, and gods, which are invisible to ordinary people. The Shaman Fight—a prestigious tournament pitting shamans from all over the world against each other—is held every five hundred years, where the winner is crowned Shaman King. This title allows the current incumbent to call upon the Great Spirit and shape the world as they see fit.

Finding himself late for class one night, Manta Oyamada, an ordinary middle school student, decides to take a shortcut through the local cemetery. Noticing him, a lone boy sitting on a gravestone invites Manta to stargaze with ""them."" Realizing that ""them"" refers to the boy and his ghostly friends, Manta flees in terror. Later, the boy introduces himself as You Asakura, a Shaman-in-training, and demonstrates his powers by teaming up with the ghost of six-hundred-year-old samurai Amidamaru to save Manta from a group of thugs. You befriends Manta due to his ability to see spirits, and with the help of Amidamaru, they set out to accomplish You's goal of becoming the next Shaman King.","[{'name': 'Adaptation:', 'value': ['Shaman King', 'Shaman King Kanzenban']}, {'name': 'Alternative version:', 'value': ['Shaman King']}, {'name': 'Other:', 'value': ['Shaman King (2021): Funbari Onsen Hanjouki']}, {'name': 'Sequel:', 'value': ['Shaman King: Flowers']}]","{'recommended': '18', 'mixed_feelings': '4', 'not_recommended': '12'}",Thursdays at 17:55 (JST),15596.0
