name,rating,myanimelist,veiws,counting_comment,episode_number,myanimelist_id,mean_views,comments
Beastars 2nd Season,7.69,https://myanimelist.net/anime/40935/Beastars_2nd_Season,"[5773, 3858, 3771, 4242, 4336, 4072, 3575, 4858, 3248, 3245, 3052, 3816]","[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0]",9,40935.0,3987.1666666666665,0.16666666666666666
Beatless,7.93,https://myanimelist.net/anime/36516/Beatless,"[10169, 4213, 4362, 4060, 4143, 3809, 3779, 4227, 4129, 3747, 3774, 7679, 3974, 3949, 3877, 4249, 5021, 5945, 5686, 4921, 4990, 5093, 4588, 4884]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",9,36516.0,4802.833333333333,0.08333333333333333
Beck,6.47,https://myanimelist.net/anime/57/Beck,"[5783, 3401, 2897, 2946, 2768, 2875, 3283, 2555, 2867, 3047, 2828, 3882, 2896, 2945, 3530, 3144, 3146, 2997, 3089, 3779, 4555, 3167, 3673, 3100, 3265, 3248]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",9,57.0,3294.846153846154,0.038461538461538464
Beelzebub,8.3,https://myanimelist.net/anime/9513/Beelzebub,"[23378, 10508, 10077, 10796, 10317, 9346, 9012, 9056, 9092, 8358, 7719, 14055, 8943, 9856, 8522, 7633, 8390, 9543, 9760, 8119, 8038, 7424, 13181, 7672, 7629, 7768, 7913, 8286, 7597, 8057, 8800, 8033, 7874, 14360, 8314, 8268, 8280, 7813, 8178, 7893, 6407, 8259, 8282, 6202, 12573, 7780, 7159, 7019, 8777, 7036, 6662, 6933, 8178, 6617, 6315, 12414, 9298, 11727, 11299, 11950]","[0, 1, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 5]",9,9513.0,9079.083333333334,0.3
Beelzebub: Hirotta Akachan wa Daimaou!?,7.26,https://myanimelist.net/anime/9120/Beelzebub__Hirotta_Akachan_wa_Daimaou,[10489],[0],1,9120.0,10489.0,0.0
Bem,8.0,https://myanimelist.net/anime/39221/Bem,"[9709, 4352, 3608, 5807, 6610, 6332, 5220, 5026, 5007, 3708, 4166, 4499]","[4, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0]",9,39221.0,5337.0,0.5
Ben-To,7.72,https://myanimelist.net/anime/10396/Ben-To,"[13964, 4228, 4657, 4333, 7225, 6587, 6052, 5628, 5806, 4763, 4311, 4700]","[0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0]",9,10396.0,6021.166666666667,0.25
"Benriya Saitou-san, Isekai ni Iku",7.5,https://myanimelist.net/anime/50854/Benriya_Saitou-san_Isekai_ni_Iku,"[7256, 3291, 3046, 3808, 5148, 4480, 3775, 2745, 4212, 3792, 3410, 3785]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",9,50854.0,4062.3333333333335,0.08333333333333333
Bermuda Triangle: Colorful Pastrale,5.58,https://myanimelist.net/anime/38199/Bermuda_Triangle__Colorful_Pastrale,"[2388, 1791, 1755, 2036, 1806, 1825, 1728, 1784, 1762, 1812, 1756, 1918]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",9,38199.0,1863.4166666666667,0.0
Bernard-jou Iwaku.,6.09,https://myanimelist.net/anime/33462,"[2974, 1831, 2056, 2026, 2145, 2032, 1947, 1947, 2073, 1819, 1890, 1986]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",9,33462.0,2060.5,0.0
Berserk,8.61,https://myanimelist.net/anime/32379/Berserk_2016,"[25624, 9272, 10491, 10750, 12717, 10644, 12805, 11914, 10146, 9982, 10122, 8835]","[2, 4, 0, 0, 0, 1, 3, 0, 0, 2, 0, 0]",9,32379.0,11941.833333333334,1.0
Berserk 2nd Season,8.4,https://myanimelist.net/anime/34055/Berserk_2017,"[17307, 9457, 9483, 11146, 7869, 4805, 3675, 3564, 3655, 3377, 3436, 12997, 3826, 3417, 3816, 3811, 5179, 10687, 9576, 9344, 10208, 8563, 8649, 8710]","[1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 2, 0, 0, 1, 0, 0, 0]",9,34055.0,7356.541666666667,0.375
Berserk Recap,7.82,https://myanimelist.net/anime/35009/Berserk_2016_Recap,"[14115, 4455]","[0, 0]",5 - 12,35009.0,9285.0,0.0
Berserk: Majo no Tsuisou,8.25,https://myanimelist.net/anime/35664/Berserk_2017_Recap,[11554],[0],1,35664.0,11554.0,0.0
Berserk: Ougon Jidai-hen - Memorial Edition,6.6,https://myanimelist.net/anime/52976/Berserk__Ougon_Jidai-hen_-_Memorial_Edition,"[5958, 2897, 3032, 3297, 4044, 19244, 3153, 4129, 4102, 3554, 3482, 3462, 3184]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",9,52976.0,4887.538461538462,0.07692307692307693
Berserk: Ougon Jidai-hen I - Haou no Tamago,7.41,https://myanimelist.net/anime/10218/Berserk__Ougon_Jidai-hen_I_-_Haou_no_Tamago,[19707],[0],1,10218.0,19707.0,0.0
Berserk: Ougon Jidai-hen II - Doldrey Kouryaku,8.11,https://myanimelist.net/anime/12113/Berserk__Ougon_Jidai-hen_II_-_Doldrey_Kouryaku,[20423],[0],1,12113.0,20423.0,0.0
Berserk: Ougon Jidai-hen III - Kourin,7.79,https://myanimelist.net/anime/12115/Berserk__Ougon_Jidai-hen_III_-_Kourin,[21894],[0],1,12115.0,21894.0,0.0
Betterman,6.75,https://myanimelist.net/anime/1136/Betterman,"[3013, 2052]","[1, 0]",2,1136.0,2532.5,0.5
Beyblade Burst,7.43,https://myanimelist.net/anime/31049/Beyblade_Burst,"[10803, 5032, 4397, 4792, 4061, 4901, 3816, 4511, 3865, 3762, 3465, 6421, 3971, 3668, 3903, 3542, 3431, 3408, 3353, 3585, 3857, 3791, 4418, 3618, 4370, 4172, 4293, 4034, 3997, 3746, 6813, 4558, 5665, 5051, 5840, 4224, 4425, 4102, 3892, 4190, 4135, 4640, 4035, 4588, 6960, 3726, 6304, 4179, 3969, 3743, 4438]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",9,31049.0,4479.607843137255,0.0392156862745098
Beyblade Burst God,7.86,https://myanimelist.net/anime/34901/Beyblade_Burst_God,"[8771, 14604]","[2, 1]",2,34901.0,11687.5,1.5
Big Order,7.18,https://myanimelist.net/anime/30137/Big_Order,[9983],[0],1,30137.0,9983.0,0.0
Big Order (TV),7.55,https://myanimelist.net/anime/31904/Big_Order_TV,"[16128, 7415, 14210, 11069, 9986, 10129, 8523, 8249, 7558, 7484]","[2, 0, 2, 2, 1, 0, 0, 0, 0, 1]",9,31904.0,10075.1,0.8
Bihada Ichizoku,5.85,https://myanimelist.net/anime/4908/Bihada_Ichizoku,"[2807, 1681, 1909, 1747, 2009, 1750, 1863, 1746, 2075, 1756, 1862, 1892]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",9,4908.0,1924.75,0.0
Bikini Warriors,5.66,https://myanimelist.net/anime/30782/Bikini_Warriors,"[26561, 5114, 5582, 5639, 6401, 12138, 8790, 7687, 6733, 6239, 5474, 5607, 4840]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",9,30782.0,8215.76923076923,0.0
Binan Koukou Chikyuu Bouei-bu LOVE!,4.04,https://myanimelist.net/anime/27727/Binan_Koukou_Chikyuu_Bouei-bu_LOVE,"[7216, 2648, 2164, 2026, 2297, 2254]","[0, 0, 0, 0, 0, 0]",6,27727.0,3100.8333333333335,0.0
Binan Koukou Chikyuu Boueibu Happy Kiss!,3.75,https://myanimelist.net/anime/37036/Binan_Koukou_Chikyuu_Boueibu_Happy_Kiss,"[5017, 1962, 2620, 4654, 3042, 3062, 2662, 1941, 2720, 1897, 1983, 1967]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",9,37036.0,2793.9166666666665,0.0
Binbou Shimai Monogatari,6.79,https://myanimelist.net/anime/1214/Binbou_Shimai_Monogatari,"[3750, 2349, 2765, 2738, 2445, 2702, 2372, 2356, 2285, 2319]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",9,1214.0,2608.1,0.0
Binbougami ga!,7.22,https://myanimelist.net/anime/13535/Binbougami_ga,"[8472, 3941, 3861, 3551, 3724, 6131, 4957, 5377, 4000, 4219, 4251, 3794, 3891]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",9,13535.0,4628.384615384615,0.0
Binchou-tan,6.99,https://myanimelist.net/anime/750/Binchou-tan,"[1899, 1703, 1760, 1681, 1497, 1695]","[0, 0, 0, 0, 0, 0]",9 - 10,750.0,1705.8333333333333,0.0
Binzume Yousei,6.5,https://myanimelist.net/anime/348/Binzume_Yousei,"[2789, 2129, 2136, 2067, 2050, 2333, 2122, 2112, 2029, 2176, 2382, 2387, 2121]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",9,348.0,2217.923076923077,0.0
Birdie Wing: Golf Girls' Story,5.0,https://myanimelist.net/anime/50248/Birdie_Wing__Golf_Girls_Story,"[2558, 1993, 1834, 1779, 3834, 2216, 1850, 1846, 1953, 1766, 1779, 5278, 1798]","[1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0]",9,50248.0,2344.923076923077,0.23076923076923078
Birdie Wing: Golf Girls' Story Season 2,5.97,https://myanimelist.net/anime/52229/Birdie_Wing__Golf_Girls_Story_Season_2,"[800, 810, 915, 834, 690, 639, 1279, 1060, 963, 833, 772, 853]","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",9,52229.0,870.6666666666666,0.08333333333333333
Bishoujo Senshi Sailor Moon,7.52,https://myanimelist.net/anime/530/Bishoujo_Senshi_Sailor_Moon,"[36822, 9364, 9490, 10176, 7837, 8065, 7788, 6915, 7986, 6858, 7041, 19871, 7639, 7623, 7314, 6782, 6990, 5856, 7133, 7834, 6852, 6297, 14647, 6820, 6954, 5116, 6655, 6726, 6799, 5714, 6091, 5670, 5726, 11918, 6295, 7573, 5952, 5380, 5803, 4885, 6980, 11974, 9804, 11223, 9569, 9641]","[4, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0]",9,530.0,8531.478260869566,0.391304347826087
Bishoujo Senshi Sailor Moon Crystal,7.01,https://myanimelist.net/anime/14751/Bishoujo_Senshi_Sailor_Moon_Crystal,"[35843, 6947, 6614, 6692, 7089, 8954, 6477, 5601, 5697, 5877, 7106, 12240, 6339, 5680, 5313, 4995, 5821, 5363, 8675, 8141, 9155, 7000, 8359, 7579, 8658, 9836]","[5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]",9,14751.0,8309.653846153846,0.3076923076923077
Bishoujo Senshi Sailor Moon Crystal Season III,7.85,https://myanimelist.net/anime/31733/Bishoujo_Senshi_Sailor_Moon_Crystal_Season_III,"[15938, 5294, 4805, 5043, 5871, 5978, 8371, 5760, 6602, 6610, 5808, 5891, 5768]","[1, 0, 0, 0, 0, 0, 2, 0, 6, 1, 1, 0, 2]",9,31733.0,6749.153846153846,1.0
Bishoujo Senshi Sailor Moon R,7.96,https://myanimelist.net/anime/740/Bishoujo_Senshi_Sailor_Moon_R,"[6033, 3487, 3111, 3462, 3399, 3440, 3861, 3236, 3228, 3183, 3173, 4865, 3240, 3209, 3329, 3493, 3561, 3474, 3015, 3175, 3281, 3009, 3849, 3224, 3351, 3082, 3140, 3242, 3265, 3286, 4321, 3069, 3163, 3498, 3127, 3270, 3265, 3202, 3437, 3485, 3533, 3472, 3720]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",9,740.0,3448.0232558139537,0.046511627906976744
Bishoujo Senshi Sailor Moon R: Make Up! Sailor Senshi,6.07,https://myanimelist.net/anime/2937/Bishoujo_Senshi_Sailor_Moon_R__Make_Up_Sailor_Senshi,[5955],[0],1,2937.0,5955.0,0.0
Bishoujo Senshi Sailor Moon S,7.82,https://myanimelist.net/anime/532/Bishoujo_Senshi_Sailor_Moon_S,"[7805, 3996, 4198, 3894, 3685, 3490, 3677, 3756, 3420, 4286, 3776, 4658, 3666, 3928, 4004, 4541, 3855, 3712, 3264, 3619, 3122, 3250, 4421, 3409, 3319, 3464, 3201, 3491, 3410, 3190, 3168, 3428, 3906, 4527, 3679, 3709, 3857, 4770]","[0, 2, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 3, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 3, 2, 0]",9,532.0,3856.6052631578946,0.47368421052631576
Bishoujo Senshi Sailor Moon SuperS,7.17,https://myanimelist.net/anime/1239/Bishoujo_Senshi_Sailor_Moon_SuperS,"[6718, 3101, 3088, 2970, 3124, 2905, 3183, 2835, 2897, 3079, 2901, 3321, 3453, 3022, 3262, 2830, 3055, 2961, 2999, 2912, 3192, 3002, 3772, 2953, 3044, 2843, 2950, 2948, 2892, 3315, 3081, 2982, 3882, 3643, 3135, 3443, 3282, 3197, 3190]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 0, 0, 0]",9,1239.0,3214.4102564102564,0.3076923076923077
Bishoujo Senshi Sailor Moon SuperS Gaiden: Ami-chan no Hatsukoi,6.12,https://myanimelist.net/anime/1278/Bishoujo_Senshi_Sailor_Moon_SuperS_Gaiden__Ami-chan_no_Hatsukoi,[7361],[0],1,1278.0,7361.0,0.0
Bishoujo Senshi Sailor Moon SuperS Specials,6.15,https://myanimelist.net/anime/3076/Bishoujo_Senshi_Sailor_Moon_SuperS_Specials,[7997],[0],1 - 3,3076.0,7997.0,0.0
Bishoujo Yuugi Unit Crane Game Girls,2.75,https://myanimelist.net/anime/32906/Bishoujo_Yuugi_Unit_Crane_Game_Girls,"[1767, 1672, 1739, 1810]","[0, 0, 0, 0]",4,32906.0,1747.0,0.0
Bishounen Tanteidan,3.62,https://myanimelist.net/anime/40752/Bishounen_Tanteidan,"[3232, 2215, 1609, 1739, 2272, 2100, 2092, 2005, 2083, 1850, 1891, 1794]","[0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0]",9,40752.0,2073.5,0.25
Black Blood Brothers,7.26,https://myanimelist.net/anime/1498/Black_Blood_Brothers,"[5471, 2741, 3125, 3013, 3513, 3858, 3473, 3035, 2915, 3242, 2806, 2634]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",9,1498.0,3318.8333333333335,0.08333333333333333
Black Bullet,7.96,https://myanimelist.net/anime/20787/Black_Bullet,"[20375, 9340, 8764, 8839, 10446, 11729, 11956, 10952, 10831, 11494, 9205, 9599, 9973]","[1, 0, 0, 1, 6, 0, 0, 0, 0, 0, 1, 0, 2]",9,20787.0,11038.692307692309,0.8461538461538461
Black Cat,7.86,https://myanimelist.net/anime/68/Black_Cat,"[14491, 5673, 5860, 5360, 5544, 5120, 5589, 5856, 4920, 5608, 4902, 7959, 4798, 4738, 4644, 5812, 8224, 9096, 6430, 6707, 7196, 6840, 6067]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 2, 1, 1, 1, 1, 2, 0]",9,68.0,6410.173913043478,0.43478260869565216
Black Clover,7.52,https://myanimelist.net/anime/33950/Black_Clover,"[42906, 10008, 9619]","[0, 1, 1]",2,33950.0,20844.333333333332,0.6666666666666666
Black Clover (TV),8.75,https://myanimelist.net/anime/34572/Black_Clover,"[69520, 33560, 29112, 26531, 25176, 26352, 25771, 25996, 26520, 26443, 26652, 26587, 39152, 28747, 27044, 26413, 26539, 27216, 29148, 24054, 27788, 26034, 27079, 33761, 30632, 27721, 30411, 26944, 26506, 27192, 28259, 28602, 29205, 28329, 35525, 30674, 26535, 32626, 26269, 24889, 24905, 24645, 24485, 24642, 24492, 30205, 25537, 23725, 23585, 22150, 22715, 22260, 22941, 22203, 22535, 23440, 29070, 24520, 24127, 22839, 21466, 22301, 22697, 22756, 24694, 23705, 22765, 29640, 22412, 23454, 23853, 22692, 22292, 23438, 21931, 23779, 24622, 22668, 29913, 30748, 28477, 27436, 40283, 30402, 30985, 29256, 28562, 30060, 26957, 27242, 27982, 26048, 25259, 46437, 27887, 26873, 29686, 29066, 26191, 25052, 28122, 26695, 28772, 26708, 35906, 27979, 25549, 24084, 24646, 25408, 25482, 24552, 24608, 23886, 24436, 44780, 26522, 25911, 25071, 25739, 24413, 23599, 23313, 24750, 23782, 23987, 33547, 25296, 24169, 24733, 26044, 29569, 26509, 24293, 25264, 25547, 24008, 39699, 25222, 25702, 25769, 24950, 26128, 23838, 24343, 25543, 24843, 23882, 31080, 25942, 25477, 23556, 25184, 27993, 27203, 25790, 26208, 26497, 24431, 31679, 28149, 29539, 26567, 26833, 24649, 27242, 27216, 26857, 24934, 25189]","[16, 0, 5, 0, 13, 1, 0, 2, 0, 1, 3, 0, 1, 1, 2, 4, 0, 4, 5, 2, 3, 0, 0, 3, 1, 1, 3, 2, 1, 0, 3, 2, 2, 5, 8, 4, 2, 1, 1, 5, 3, 4, 2, 1, 0, 1, 2, 2, 3, 0, 0, 0, 0, 0, 2, 2, 1, 1, 2, 0, 1, 0, 2, 2, 4, 5, 3, 3, 3, 1, 2, 2, 0, 5, 1, 3, 2, 2, 6, 17, 7, 3, 1, 2, 4, 2, 2, 1, 6, 2, 5, 3, 6, 2, 1, 3, 0, 3, 4, 6, 1, 2, 0, 4, 2, 2, 1, 2, 3, 1, 2, 3, 3, 0, 3, 2, 0, 2, 3, 3, 2, 0, 1, 1, 0, 4, 1, 0, 1, 0, 3, 1, 3, 0, 3, 2, 0, 5, 1, 0, 3, 1, 6, 1, 1, 3, 0, 1, 0, 2, 0, 4, 2, 0, 5, 6, 1, 0, 2, 1, 2, 0, 7, 0, 1, 0, 7, 8, 0, 2]",99,34572.0,26966.558823529413,2.3117647058823527
Black Clover: Jump Festa 2016 Special,6.99,https://myanimelist.net/anime/33950/Black_Clover__Jump_Festa_2016_Special,[23409],[0],1,33950.0,23409.0,0.0
Black Clover: Mahou Tei no Ken,8.42,https://myanimelist.net/anime/48585/Black_Clover__Mahou_Tei_no_Ken,[12372],[16],1,48585.0,12372.0,16.0
Black Fox,6.56,https://myanimelist.net/anime/37498/Black_Fox,[11929],[0],1,37498.0,11929.0,0.0
Black Jack,7.89,https://myanimelist.net/anime/1520/Black_Jack,"[20692, 5685, 6304, 6264, 5014, 6082, 4909, 5145, 4885, 5303]","[8, 0, 0, 0, 0, 3, 0, 1, 0, 0]",9,1520.0,7028.3,1.2
Black Jack Specials: Inochi wo Meguru Yottsu no Kiseki,7.09,https://myanimelist.net/anime/1373/Black_Jack_Specials__Inochi_wo_Meguru_Yottsu_no_Kiseki,"[8507, 2623, 2608, 2812]","[2, 0, 0, 0]",4,1373.0,4137.5,0.5
Black Lagoon,8.05,https://myanimelist.net/anime/889/Black_Lagoon,"[15729, 7512, 7474, 6783, 11001, 9178, 8190, 7450, 7108, 6914, 7232, 6974]","[2, 1, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0]",9,889.0,8462.083333333334,0.5
Black Lagoon Omake,7.15,https://myanimelist.net/anime/8440/Black_Lagoon_Omake,"[11485, 4255, 3474, 3508, 3376, 3189, 3252]","[0, 0, 0, 0, 0, 0, 0]",7,8440.0,4648.428571428572,0.0
Black Lagoon: Roberta's Blood Trail,7.89,https://myanimelist.net/anime/4901/Black_Lagoon__Robertas_Blood_Trail,"[20056, 8821, 6575, 6018, 6135]","[0, 0, 0, 0, 0]",5,4901.0,9521.0,0.0
Black Lagoon: The Second Barrage,8.14,https://myanimelist.net/anime/1519/Black_Lagoon__The_Second_Barrage,"[9111, 5573, 5299, 5637, 6261, 6183, 7388, 5501, 6163, 5777, 5624, 5371]","[0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",9,1519.0,6157.333333333333,0.16666666666666666
Black★Rock Shooter (OVA),7.22,https://myanimelist.net/anime/7059/Black%E2%98%85Rock_Shooter_OVA,[4439],[0],1,7059.0,4439.0,0.0
Black★Rock Shooter (TV),7.21,https://myanimelist.net/anime/11285/Black%E2%98%85Rock_Shooter_TV,"[5797, 3359, 2888, 2903, 2631, 2705, 2732, 2790]","[0, 0, 0, 0, 0, 0, 0, 0]",8,11285.0,3225.625,0.0
Blade,6.44,https://myanimelist.net/anime/6920/Blade,"[4381, 2339, 2978, 2874, 2948, 2932, 2974, 2832, 2740, 2879, 2496, 2756]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",9,6920.0,2927.4166666666665,0.0
Blade & Soul,6.67,https://myanimelist.net/anime/22547/Blade___Soul,"[6514, 2936, 2919, 3142, 3040, 4016, 3596, 3681, 3431, 3450, 2986, 3051, 4040]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",9,22547.0,3600.153846153846,0.07692307692307693
Blade Runner: Black Out 2022,7.05,https://myanimelist.net/anime/36308/Blade_Runner__Black_Out_2022,[5047],[0],1,36308.0,5047.0,0.0
Blade of the Immortal,6.98,https://myanimelist.net/anime/4151/Blade_of_the_Immortal,"[16751, 4387, 3651, 3388, 3499, 8638, 4936, 4584, 3854, 3888, 3968, 3757, 3661]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",9,4151.0,5304.7692307692305,0.07692307692307693
Blame! Movie,7.57,https://myanimelist.net/anime/32086/Blame_Movie,[5720],[0],1,32086.0,5720.0,0.0
Blassreiter,7.05,https://myanimelist.net/anime/3407/Blassreiter,"[4704, 2395, 2781, 2344, 2211, 2674, 2251, 2325, 2312, 2380, 2584, 3443, 2779, 2322, 2295, 2265, 2808, 2709, 2700, 2487, 2782, 3105, 2726, 3266]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0]",9,3407.0,2693.6666666666665,0.08333333333333333
BlazBlue: Alter Memory,6.85,https://myanimelist.net/anime/18767/BlazBlue__Alter_Memory,"[7297, 3003, 3064, 3010, 3721, 4193, 3241, 3961, 3264, 3142, 3635, 3010]","[2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",9,18767.0,3711.75,0.16666666666666666
